diseaseId,targetId,associationScore
EFO_0004532,ENSG00000166035,0.5566266294110227
EFO_0004536,ENSG00000140332,0.5172529800872409
EFO_0004536,ENSG00000152689,0.5314670877644738
EFO_0004536,ENSG00000153071,0.5189482184866179
EFO_0004536,ENSG00000163631,0.6530601813645187
EFO_0004536,ENSG00000187498,0.5391433579201745
EFO_0004541,ENSG00000111252,0.5127173966879602
EFO_0004541,ENSG00000183087,0.5632438775116567
EFO_0004570,ENSG00000108924,0.5089368476286315
EFO_0004574,ENSG00000009950,0.5619771990167294
EFO_0004574,ENSG00000101076,0.5577534238964028
EFO_0004574,ENSG00000169174,0.7413407407958519
EFO_0004574,ENSG00000175003,0.577342966923416
EFO_0004587,ENSG00000090339,0.5626438240363986
EFO_0004587,ENSG00000125637,0.5116866031584727
EFO_0004587,ENSG00000146285,0.5420251225916649
EFO_0004611,ENSG00000100979,0.5821908278765586
EFO_0004611,ENSG00000109072,0.5628033586720704
EFO_0004611,ENSG00000115414,0.5778266948822441
EFO_0004611,ENSG00000122194,0.5671312389465345
EFO_0004611,ENSG00000124713,0.538091209342057
EFO_0004612,ENSG00000146374,0.5830385393390844
EFO_0004612,ENSG00000153094,0.515842091436655
EFO_0004612,ENSG00000262655,0.5171970957465497
EFO_0004614,ENSG00000043591,0.5072390738986832
EFO_0004614,ENSG00000149289,0.5069417181823321
EFO_0004615,ENSG00000015520,0.6349532544598601
EFO_0004615,ENSG00000110080,0.5323859941355538
EFO_0004615,ENSG00000146477,0.607575779737217
EFO_0004615,ENSG00000257017,0.5842102098619492
EFO_0004617,ENSG00000136872,0.577965521248955
EFO_0004617,ENSG00000143995,0.5284967611936294
EFO_0004705,ENSG00000128604,0.5038745703320623
EFO_0004713,ENSG00000185920,0.5016795247735866
EFO_0004714,ENSG00000169083,0.5519620000309472
EFO_0004736,ENSG00000148482,0.5486387199573302
EFO_0004736,ENSG00000170509,0.518034864741364
EFO_0004784,ENSG00000168769,0.5049680237417866
EFO_0004833,ENSG00000120279,0.5272453733307961
EFO_0004833,ENSG00000126602,0.5274464402946077
EFO_0004833,ENSG00000134256,0.5504977662269104
EFO_0004833,ENSG00000136536,0.5313346488925565
EFO_0004833,ENSG00000160447,0.5659201596419585
EFO_0004838,ENSG00000134243,0.5315465694720849
EFO_0004842,ENSG00000075884,0.5235190537254817
EFO_0004842,ENSG00000091409,0.53731236539823
EFO_0004842,ENSG00000091732,0.5388078730578105
EFO_0004842,ENSG00000099256,0.5039818063582236
EFO_0004842,ENSG00000136371,0.5329067480962664
EFO_0004842,ENSG00000137033,0.712849650982214
EFO_0004842,ENSG00000163072,0.5094555275776687
EFO_0004842,ENSG00000168918,0.5436728523735153
EFO_0004908,ENSG00000004478,0.58492485990707
EFO_0004908,ENSG00000140455,0.508805443710675
EFO_0004908,ENSG00000168065,0.5621455771786422
EFO_0004991,ENSG00000124134,0.5581006949575597
EFO_0004991,ENSG00000164794,0.5581006949575597
EFO_0004995,ENSG00000075891,0.5249299184538037
EFO_0004995,ENSG00000080802,0.5304123009682825
EFO_0004995,ENSG00000101665,0.5141300820939467
EFO_0004995,ENSG00000112273,0.519724300543815
EFO_0004995,ENSG00000139044,0.5092062436429866
EFO_0004995,ENSG00000149948,0.5520234859936192
EFO_0004995,ENSG00000159263,0.515176062720538
EFO_0004995,ENSG00000162104,0.5248680417865637
EFO_0004999,ENSG00000109956,0.5260456000739032
EFO_0005001,ENSG00000021826,0.5339392573576128
EFO_0005046,ENSG00000211668,0.5875280242363392
EFO_0005091,ENSG00000105383,0.558564390798014
EFO_0005091,ENSG00000119535,0.5699254773451753
EFO_0005091,ENSG00000157404,0.5454691792317594
EFO_0005091,ENSG00000162511,0.5304792525876028
EFO_0005091,ENSG00000163902,0.5422551334160599
EFO_0005091,ENSG00000179348,0.5209016208832057
EFO_0005091,ENSG00000186407,0.5048421018523449
EFO_0005106,ENSG00000092607,0.5125394102300556
EFO_0005106,ENSG00000113739,0.5530425237256132
EFO_0005106,ENSG00000137309,0.521014001738761
EFO_0005106,ENSG00000139514,0.5276784733074048
EFO_0005106,ENSG00000140718,0.5012504486087407
EFO_0005541,ENSG00000077782,0.5651841860046004
EFO_0005541,ENSG00000118972,0.5965356796105081
EFO_0005545,ENSG00000079739,0.5594025470045172
EFO_0005545,ENSG00000136908,0.5036449973405852
EFO_0005558,ENSG00000113580,0.5655542109006058
EFO_0005584,ENSG00000164362,0.5200499610698389
EFO_0005680,ENSG00000167772,0.5355121484600683
EFO_0005687,ENSG00000075429,0.6013395707531605
EFO_0005687,ENSG00000100346,0.6013395707531605
EFO_0005689,ENSG00000160447,0.5092188351329213
EFO_0005741,ENSG00000275713,0.5036449973405852
EFO_0005741,ENSG00000276410,0.5036449973405852
EFO_0005741,ENSG00000278588,0.5036449973405852
EFO_0005751,ENSG00000120907,0.5697523945972589
EFO_0005763,ENSG00000069849,0.503772588415973
EFO_0005763,ENSG00000120278,0.5246553175683026
EFO_0005772,ENSG00000067064,0.5395991641550378
EFO_0005772,ENSG00000068120,0.5625052138757567
EFO_0005772,ENSG00000071564,0.5007253966023564
EFO_0005772,ENSG00000073282,0.5095021670311981
EFO_0005772,ENSG00000087586,0.5215605042090462
EFO_0005772,ENSG00000090470,0.5387573352702106
EFO_0005772,ENSG00000095380,0.5018930294896583
EFO_0005772,ENSG00000099956,0.5064868292052572
EFO_0005772,ENSG00000100441,0.5267715533409181
EFO_0005772,ENSG00000101161,0.5063009281338614
EFO_0005772,ENSG00000108443,0.5141548260404404
EFO_0005772,ENSG00000112234,0.5565056726710862
EFO_0005772,ENSG00000112640,0.5267715533409181
EFO_0005772,ENSG00000112837,0.5248850578096956
EFO_0005772,ENSG00000131495,0.5049078639421476
EFO_0005772,ENSG00000131725,0.5036449973405852
EFO_0005772,ENSG00000135094,0.5314617790494296
EFO_0005772,ENSG00000135365,0.5492199691064301
EFO_0005772,ENSG00000163681,0.5032061318102391
EFO_0005772,ENSG00000164919,0.5548544620043754
EFO_0005772,ENSG00000166483,0.5178973885902678
EFO_0005772,ENSG00000171530,0.5271415782369234
EFO_0005772,ENSG00000171848,0.5282002605782721
EFO_0005772,ENSG00000173540,0.5267715533409181
EFO_0005772,ENSG00000185627,0.5217901532935746
EFO_0005772,ENSG00000188452,0.5409231829144563
EFO_0005772,ENSG00000198417,0.5055535462744067
EFO_0005772,ENSG00000198836,0.5595739812696663
EFO_0005772,ENSG00000244462,0.5187595242898776
EFO_0005773,ENSG00000169436,0.5173322883470344
EFO_0005804,ENSG00000096968,0.5407525617382712
EFO_0005854,ENSG00000133019,0.5422303712184741
EFO_0005950,ENSG00000261456,0.5594603633945181
EFO_0006335,ENSG00000043591,0.5417667664288142
EFO_0006335,ENSG00000078401,0.5396797111277918
EFO_0006335,ENSG00000174417,0.5265696544778126
EFO_0006335,ENSG00000185950,0.5090968401438459
EFO_0006335,ENSG00000196576,0.5139945029463101
EFO_0006336,ENSG00000073712,0.5226452516919474
EFO_0006336,ENSG00000133794,0.5312279578378247
EFO_0006336,ENSG00000146674,0.5698475373506499
EFO_0006336,ENSG00000164308,0.5481157651597532
EFO_0006336,ENSG00000171790,0.5103229481122147
EFO_0006336,ENSG00000187783,0.5133370372498808
EFO_0006340,ENSG00000143842,0.5021733125696581
EFO_0006340,ENSG00000164180,0.5039914941052442
EFO_0006525,ENSG00000101204,0.5087885769274446
EFO_0006527,ENSG00000171456,0.5773638503742556
EFO_0006788,ENSG00000108878,0.5697523945972589
EFO_0006788,ENSG00000109158,0.6013395707531605
EFO_0006788,ENSG00000157445,0.5706774568372722
EFO_0006788,ENSG00000268089,0.6013395707531605
EFO_0006807,ENSG00000134243,0.583762903862021
EFO_0006807,ENSG00000213398,0.5204464981489036
EFO_0007160,ENSG00000113580,0.6135257080713041
EFO_0007214,ENSG00000120907,0.6013395707531605
EFO_0007347,ENSG00000110395,0.5415725491811313
EFO_0007453,ENSG00000166206,0.5758435075883582
EFO_0007486,ENSG00000147955,0.5594025470045172
EFO_0007777,ENSG00000113739,0.6238615107385398
EFO_0007789,ENSG00000164161,0.5359239360063307
EFO_0007800,ENSG00000135472,0.532598135962916
EFO_0007800,ENSG00000173068,0.5199677933920362
EFO_0007800,ENSG00000173250,0.5106552183832044
EFO_0007805,ENSG00000143641,0.5090311299533946
EFO_0007805,ENSG00000175445,0.5109680878394666
EFO_0007814,ENSG00000116406,0.5561242724680137
EFO_0007814,ENSG00000137960,0.5069326973204187
EFO_0007985,ENSG00000100599,0.5024657428241324
EFO_0007986,ENSG00000005471,0.515903131855203
EFO_0007986,ENSG00000025708,0.5398341857477826
EFO_0007986,ENSG00000100558,0.5199215115011764
EFO_0007986,ENSG00000108179,0.5154236024533136
EFO_0007986,ENSG00000133114,0.5015113177504781
EFO_0007986,ENSG00000164164,0.5128610822559563
EFO_0007986,ENSG00000184185,0.5412764276235803
EFO_0007989,ENSG00000121966,0.5066496925717264
EFO_0007993,ENSG00000147852,0.5313311729057092
EFO_0008266,ENSG00000136040,0.5168920556852445
EFO_0008526,ENSG00000113327,0.5705683468204292
EFO_0008561,ENSG00000115380,0.5383803607397376
EFO_0008589,ENSG00000134243,0.5909980989853721
EFO_0008615,ENSG00000008710,0.7332915707945502
EFO_0008620,ENSG00000126895,0.5275967201422886
EFO_0009021,ENSG00000113966,0.7007794973356941
EFO_0009048,ENSG00000081923,0.6862888633506314
EFO_0009050,ENSG00000198793,0.8303893613798121
EFO_0009118,ENSG00000066468,0.5036449973405852
EFO_0009188,ENSG00000004809,0.548469201620491
EFO_0009188,ENSG00000110693,0.5400898728853972
EFO_0009188,ENSG00000128274,0.563073697747199
EFO_0009188,ENSG00000153162,0.5013339830338328
EFO_0009188,ENSG00000169925,0.5214562451439624
EFO_0009188,ENSG00000175445,0.5636282853790828
EFO_0009189,ENSG00000211452,0.5050006984268248
EFO_0009202,ENSG00000004939,0.5237118515144259
EFO_0009202,ENSG00000204613,0.5238231868264432
EFO_0009270,ENSG00000115306,0.5189781166173917
EFO_0009454,ENSG00000113749,0.562159083926255
EFO_0009469,ENSG00000149131,0.5036449973405852
EFO_0009719,ENSG00000155657,0.5140255034695701
EFO_0009765,ENSG00000163644,0.5279293393462378
EFO_0009765,ENSG00000166035,0.5139373926748405
EFO_0009768,ENSG00000109046,0.5342162346980492
EFO_0009805,ENSG00000008196,0.5022195530883997
EFO_0009805,ENSG00000206538,0.5034047074962663
EFO_0009959,ENSG00000115380,0.5451329876597231
EFO_0010066,ENSG00000142156,0.6656090401577578
EFO_0010118,ENSG00000109917,0.5211690716107541
EFO_0010118,ENSG00000175445,0.5724611664349207
EFO_0010134,ENSG00000114013,0.5385515625399195
EFO_0010351,ENSG00000118137,0.7016408700883319
EFO_0010351,ENSG00000120341,0.5038892493795839
EFO_0010351,ENSG00000140961,0.5102386205213446
EFO_0010351,ENSG00000149591,0.5065971605031908
EFO_0010351,ENSG00000164161,0.5067710939478927
EFO_0010567,ENSG00000142168,0.6079550341702364
EFO_0010573,ENSG00000167757,0.5034368837331479
EFO_0010593,ENSG00000160213,0.5061643403269445
EFO_0010642,ENSG00000008083,0.531082526107724
EFO_0010642,ENSG00000087191,0.5525772566134565
EFO_0010642,ENSG00000163930,0.5207211979192269
EFO_0010653,ENSG00000088038,0.7555467771217242
EFO_0010660,ENSG00000135365,0.7462707698253211
EFO_0010682,ENSG00000088832,0.5933268147907924
EFO_0010701,ENSG00000025708,0.6617074906490706
EFO_0010701,ENSG00000105185,0.5280944650415861
EFO_0010701,ENSG00000137807,0.5131386081799693
EFO_0010701,ENSG00000148840,0.5039523803320646
EFO_0010701,ENSG00000164442,0.5190777981813817
EFO_0010733,ENSG00000087128,0.5108829375162915
EFO_0010815,ENSG00000104447,0.5080443763418316
EFO_0010968,ENSG00000164330,0.5004763071971947
EFO_0011011,ENSG00000135111,0.5117496747518477
EFO_0011015,ENSG00000137473,0.502167266976616
EFO_0020094,ENSG00000166006,0.5552925600330452
EFO_0020942,ENSG00000165449,0.5159109955679396
EFO_0020944,ENSG00000122194,0.548908269131478
EFO_0020945,ENSG00000161649,0.5580977588968461
EFO_0020946,ENSG00000026652,0.5350466514295619
EFO_0020946,ENSG00000048405,0.5207081058964144
EFO_0020946,ENSG00000110243,0.690486494437943
EFO_0020946,ENSG00000118137,0.6799955769658007
EFO_0020946,ENSG00000131748,0.5593337188264348
EFO_0020946,ENSG00000138439,0.5032067894428921
EFO_0020946,ENSG00000183087,0.5687798145789416
EFO_0020946,ENSG00000185022,0.5232221913827942
EFO_0020946,ENSG00000188641,0.5470463708231236
EFO_0020947,ENSG00000197249,0.5071423084120739
EFO_0021042,ENSG00000171503,0.5073476144911054
EFO_0021854,ENSG00000100342,0.5211555465859445
EFO_0021897,ENSG00000110245,0.570196361619307
EFO_0021900,ENSG00000130203,0.5311093772242532
EFO_0021900,ENSG00000196562,0.5171206550718628
EFO_0022145,ENSG00000257017,0.5394116349923227
EFO_0022146,ENSG00000087237,0.5331191067501905
EFO_0022146,ENSG00000143641,0.5198319502592195
EFO_0022148,ENSG00000043591,0.500845565946723
EFO_0022148,ENSG00000198670,0.5363600061439134
EFO_0022149,ENSG00000143641,0.537710708366288
EFO_0022149,ENSG00000166035,0.7036025588779986
EFO_0022152,ENSG00000132855,0.65113290483112
EFO_0022154,ENSG00000104447,0.5171254699243384
EFO_0022155,ENSG00000091583,0.538154147372379
EFO_0022155,ENSG00000261701,0.5060777184413561
EFO_0022156,ENSG00000257017,0.541163823945697
EFO_0022157,ENSG00000152359,0.5020663808515099
EFO_0022157,ENSG00000165029,0.5911895854200412
EFO_0022158,ENSG00000110243,0.6416659529633483
EFO_0022160,ENSG00000110245,0.525296955827826
EFO_0022169,ENSG00000143641,0.5459870341367175
EFO_0022175,ENSG00000152270,0.636323064375369
EFO_0022176,ENSG00000186205,0.5335038216123268
EFO_0022178,ENSG00000109758,0.5277465706327934
EFO_0022187,ENSG00000084674,0.6950198530000816
EFO_0022187,ENSG00000109917,0.5239723449147938
EFO_0022187,ENSG00000145192,0.5032268627121558
EFO_0022233,ENSG00000143641,0.5402319932523946
EFO_0022234,ENSG00000070540,0.5001043860558644
EFO_0022237,ENSG00000110245,0.5451721353712227
EFO_0022240,ENSG00000109072,0.5308677931170145
EFO_0022244,ENSG00000169174,0.7187975520749704
EFO_0022246,ENSG00000134243,0.5460143967795771
EFO_0022248,ENSG00000100979,0.5719266675376631
EFO_0022248,ENSG00000165029,0.5409042965738955
EFO_0022249,ENSG00000143126,0.5376277876986941
EFO_0022249,ENSG00000143641,0.5127068847654035
EFO_0022251,ENSG00000118004,0.5021513254468888
EFO_0022253,ENSG00000143126,0.5341189777312528
EFO_0022253,ENSG00000161649,0.5377877685553527
EFO_0022253,ENSG00000169174,0.7175310875678895
EFO_0022255,ENSG00000091583,0.5276238421061583
EFO_0022256,ENSG00000161649,0.5262968299640698
EFO_0022257,ENSG00000084674,0.6425376246726141
EFO_0022257,ENSG00000101670,0.5164953156262015
EFO_0022258,ENSG00000173334,0.5168663252123143
EFO_0022260,ENSG00000134243,0.5095161486864159
EFO_0022261,ENSG00000143641,0.5579037875559804
EFO_0022266,ENSG00000100979,0.501027544570443
EFO_0022271,ENSG00000134243,0.5622814822628142
EFO_0022272,ENSG00000138675,0.5032011984208427
EFO_0022272,ENSG00000166035,0.6801705837268127
EFO_0022275,ENSG00000257017,0.5436412630284022
EFO_0022276,ENSG00000113161,0.5121530589099921
EFO_0022278,ENSG00000122194,0.5088489779798013
EFO_0022279,ENSG00000009950,0.5197751679545828
EFO_0022280,ENSG00000130203,0.5468031903083956
EFO_0022280,ENSG00000138821,0.5023189226303724
EFO_0022280,ENSG00000146374,0.5460709499800301
EFO_0022284,ENSG00000196616,0.5202724540826993
EFO_0022291,ENSG00000101670,0.5385681418519205
EFO_0022292,ENSG00000198945,0.5052862623602392
EFO_0022293,ENSG00000087237,0.6705456064218669
EFO_0022294,ENSG00000143921,0.5176899790633631
EFO_0022298,ENSG00000118137,0.5648235952477063
EFO_0022299,ENSG00000261701,0.5040967385566687
EFO_0022302,ENSG00000143641,0.5599919175582642
EFO_0022303,ENSG00000038427,0.5512442579399617
EFO_0022303,ENSG00000121858,0.5028584494638635
EFO_0022303,ENSG00000148584,0.5049382737775626
EFO_0022304,ENSG00000101670,0.5555871152143915
EFO_0022304,ENSG00000143126,0.5448439251941357
EFO_0022304,ENSG00000183087,0.5528714055774454
EFO_0022305,ENSG00000110243,0.586582631313772
EFO_0022305,ENSG00000198670,0.5468440589428325
EFO_0022306,ENSG00000143126,0.5170796311573004
EFO_0022307,ENSG00000132855,0.6098679158273571
EFO_0022309,ENSG00000101670,0.5721352663175557
EFO_0022309,ENSG00000155158,0.521454482068496
EFO_0022312,ENSG00000122194,0.5167785722997312
EFO_0022314,ENSG00000145850,0.5432623161836948
EFO_0022317,ENSG00000110245,0.5095545690742908
EFO_0022317,ENSG00000145850,0.5205374185462578
EFO_0022320,ENSG00000155158,0.5199710106818183
EFO_0022320,ENSG00000166035,0.6840053777394662
EFO_0022322,ENSG00000143126,0.5384814537269728
EFO_0022329,ENSG00000110243,0.6744886365797966
EFO_0022330,ENSG00000038427,0.5149317383286561
EFO_0022331,ENSG00000167772,0.5298178842074592
EFO_0022332,ENSG00000197249,0.5241953165918791
EFO_0022335,ENSG00000110245,0.6080361111381928
EFO_0022336,ENSG00000161649,0.5365747837719326
EFO_0022337,ENSG00000198670,0.530415365807693
EFO_0022339,ENSG00000145850,0.5214463393983899
EFO_0022976,ENSG00000197728,0.5036449973405852
EFO_0800494,ENSG00000175003,0.5396190204442548
EFO_0920030,ENSG00000084674,0.5283630499744096
EFO_0920032,ENSG00000101670,0.5067138154180147
EFO_1000453,ENSG00000103546,0.5388914104554926
EFO_1000485,ENSG00000163930,0.661598928061218
EFO_1000566,ENSG00000118046,0.6352584730784393
EFO_1000601,ENSG00000137285,0.5095533883341617
EFO_1000785,ENSG00000183813,0.51698285249345
EFO_1000786,ENSG00000041982,0.5409848873238855
EFO_1000860,ENSG00000183454,0.5594025470045172
EFO_1001100,ENSG00000198033,0.5041564356784776
EFO_1001219,ENSG00000007314,0.5796549237400977
EFO_1001219,ENSG00000183873,0.5796549237400977
EFO_1001375,ENSG00000073756,0.541407304064223
EFO_1001469,ENSG00000010671,0.6910172644806115
EFO_1001485,ENSG00000132671,0.5986701914993114
EFO_1001950,ENSG00000122512,0.5250607887077496
EFO_1001977,ENSG00000118004,0.7987500355418636
EFO_1002029,ENSG00000145777,0.5621808547790984
HP_0000155,ENSG00000104321,0.5042925409085944
HP_0000407,ENSG00000115155,0.5401554210017091
HP_0000556,ENSG00000100234,0.518760718611789
HP_0000556,ENSG00000102218,0.568864943589919
HP_0000556,ENSG00000125124,0.5571028629718162
HP_0000556,ENSG00000137474,0.570137264363937
HP_0000556,ENSG00000139988,0.5674323167649418
HP_0000556,ENSG00000188107,0.6610366440631723
HP_0000739,ENSG00000011677,0.5918209975904049
HP_0000924,ENSG00000081248,0.5172559088563673
HP_0000924,ENSG00000092607,0.5252802268224976
HP_0000924,ENSG00000121898,0.5089393679952792
HP_0000924,ENSG00000132437,0.5406442480183256
HP_0000924,ENSG00000156103,0.5151931316274163
HP_0000924,ENSG00000157766,0.5101872422027602
HP_0000924,ENSG00000179915,0.5038650641205636
HP_0000964,ENSG00000162434,0.601989598592602
HP_0001249,ENSG00000079432,0.5654359675028339
HP_0001249,ENSG00000102081,0.5067510588752513
HP_0001249,ENSG00000125944,0.5550373440079918
HP_0001321,ENSG00000160563,0.5267715533409181
HP_0001394,ENSG00000170421,0.5966985612544465
HP_0001657,ENSG00000125046,0.536445607155593
HP_0001657,ENSG00000143933,0.5036449973405852
HP_0001742,ENSG00000103546,0.6005344690213787
HP_0001742,ENSG00000170214,0.6013395707531605
HP_0001742,ENSG00000184160,0.5975869611997395
HP_0001945,ENSG00000183454,0.5976218576733051
HP_0002017,ENSG00000149295,0.5682083400929403
HP_0002019,ENSG00000114859,0.5895082304368259
HP_0002069,ENSG00000159164,0.6013395707531605
HP_0002315,ENSG00000113327,0.5553140877160381
HP_0002411,ENSG00000075043,0.5452032920062992
